gene	avg_logFC	p_val_adj	pct.1	pct.2
CG30419	0.6538927555084229	4.615685912621794e-19	0.3070000112056732	0.09200000017881393
CG33639	0.5135306715965271	4.940331477243376e-11	0.4350000023841858	0.21899999678134918
CG3655	0.6282665729522705	4.237775495102847e-12	0.4189999997615814	0.16099999845027924
CR44978	0.5564297437667847	1.0847566063714592e-13	0.27300000190734863	0.0949999988079071
ChAT	0.5447559952735901	3.892565089702593e-12	0.4449999928474426	0.1899999976158142
Dr	0.5866689682006836	4.5143149285534205e-20	0.257999986410141	0.035999998450279236
Ets21C	1.712602972984314	0	0.5889999866485596	0.003000000026077032
Hs3st-A	0.5226517915725708	4.2972304137370705e-17	0.7630000114440918	0.4740000069141388
PVRAP	0.7901171445846558	9.186453477799152e-17	0.5730000138282776	0.2150000035762787
Ptx1	0.8345409035682678	7.68236205538496e-34	0.3490000069141388	0.03500000014901161
SoxN	1.1130441427230835	7.006893286210586e-22	0.460999995470047	0.07100000232458115
VAChT	0.5897440910339355	3.993628483467404e-10	0.6430000066757202	0.3149999976158142
br	0.5635714530944824	0.0018892056541517377	0.3199999928474426	0.1589999943971634
dpr13	0.904767632484436	3.86938990745859e-34	0.9039999842643738	0.5180000066757202
glob1	0.5245100259780884	1.981094975567199e-11	0.18000000715255737	0.05700000002980232
mirr	1.320133924484253	3.908437533905502e-33	0.7710000276565552	0.12200000137090683
vvl	0.9769822359085083	2.9778785976160665e-29	0.8149999976158142	0.30799999833106995
