gene	avg_logFC	p_val_adj	pct.1	pct.2
CG16833	0.5982776880264282	0.00000789198384154588	0.40799999237060547	0.20800000429153442
CG31324	0.7072288990020752	2.1990975085373066e-7	0.6620000004768372	0.41200000047683716
CG44422	0.6709290146827698	0.015793338418006897	0.6430000066757202	0.35100001096725464
CG6006	0.5069426894187927	0.00002576413498900365	0.20399999618530273	0.05900000035762787
CG9328	0.6190776824951172	7.963440395997168e-8	0.9240000247955322	0.7310000061988831
CR32111	0.5271985530853271	3.521111011650646e-7	0.2290000021457672	0.03700000047683716
Dscam2	0.777749240398407	1.6259275377843986e-19	0.9490000009536743	0.7300000190734863
Hs6st	0.5229479074478149	0.000002672362597877509	0.26100000739097595	0.11999999731779099
PVRAP	0.7788763642311096	0.00028675360954366624	0.5410000085830688	0.21899999678134918
ST6Gal	0.7364392280578613	0.00002740899071795866	0.2800000011920929	0.06599999964237213
Sesn	0.7991688847541809	4.335034274436992e-22	0.2930000126361847	0.03700000047683716
SoxN	0.7924422025680542	0.005591763649135828	0.3569999933242798	0.07500000298023224
alpha-Man-Ia	0.5311015248298645	0.004320076666772366	0.3310000002384186	0.15299999713897705
ara	1.1607474088668823	2.534328025216581e-10	0.5669999718666077	0.08299999684095383
caps	0.7192593812942505	4.333874925599446e-11	0.40799999237060547	0.1469999998807907
caup	1.2689636945724487	3.9123669637319836e-8	0.7009999752044678	0.11100000143051147
dati	0.5865668058395386	0.0000012418228152455413	0.8339999914169312	0.5559999942779541
dmrt99B	0.7035053372383118	0.000011561867722775787	0.22300000488758087	0.007000000216066837
dpr1	0.743175745010376	0.0009865938918665051	0.7960000038146973	0.45899999141693115
dpr11	0.6500259041786194	1.0727457322445844e-7	0.39500001072883606	0.16899999976158142
kek3	0.8884481191635132	3.407625115414703e-7	0.4650000035762787	0.2680000066757202
klg	1.0088887214660645	1.4458225198674124e-12	0.9750000238418579	0.6919999718666077
ome	0.5142548680305481	0.0004384549683891237	0.1720000058412552	0.03400000184774399
px	0.5559984445571899	0.000015430166968144476	0.5989999771118164	0.36000001430511475
rho	0.6459060907363892	0.042003437876701355	0.26100000739097595	0.10100000351667404
side	0.6032947301864624	0.0008109211921691895	0.8149999976158142	0.5139999985694885
trn	1.7295830249786377	3.77347423188912e-25	0.8149999976158142	0.17000000178813934
tsh	0.5882056951522827	0.0017970781773328781	0.39500001072883606	0.19300000369548798
