gene	avg_logFC	p_val_adj	pct.1	pct.2
Bx	0.7548890709877014	0.032903458923101425	0.5889999866485596	0.28999999165534973
CG11317	1.1035597324371338	3.562898240327961e-11	0.5419999957084656	0.23600000143051147
CG12502	0.6248297691345215	4.2659757670815424e-11	0.24500000476837158	0.07400000095367432
CG18467	1.522733449935913	0	0.7450000047683716	0.24300000071525574
CG2269	1.3290644884109497	2.313093856834118e-21	0.921999990940094	0.6269999742507935
CG30497	0.7902331352233887	9.839941412792541e-7	0.5210000276565552	0.38999998569488525
CG31997	1.2617007493972778	2.63777710785007e-8	0.7450000047683716	0.2709999978542328
CG32017	0.9800949096679688	2.0979443959845412e-8	0.9269999861717224	0.6499999761581421
CG32485	0.5106106996536255	0.013279048725962639	0.3019999861717224	0.16599999368190765
CG33169	0.5575608611106873	0.00022250237816479057	0.1979999989271164	0.06599999964237213
CG4199	0.644976019859314	7.117698430647579e-8	0.25	0.07199999690055847
CG43324	1.0113112926483154	5.91004252211071e-18	0.8069999814033508	0.48399999737739563
CG44838	0.8141886591911316	1.2372480156282867e-13	0.7080000042915344	0.4259999990463257
CG6123	0.6994128823280334	3.901746197243483e-7	0.31200000643730164	0.11400000005960464
CR31451	0.9176200032234192	2.6642891960291983e-17	1	0.9210000038146973
Corin	1.4063854217529297	1.5358231168999995e-42	0.6510000228881836	0.2840000092983246
CrebA	0.8521894812583923	0.00003346503945067525	0.19300000369548798	0.02199999988079071
Ddc	1.3548330068588257	5.131911238340239e-19	0.9380000233650208	0.4880000054836273
Dop2R	1.4491546154022217	6.594472026862092e-19	1	0.7749999761581421
Esyt2	0.650256872177124	2.7824064666864823e-12	0.2029999941587448	0.04899999871850014
Ets65A	1.2348132133483887	4.51642880267087e-15	0.531000018119812	0.07599999755620956
Hr38	0.9167235493659973	0.000038862894143676385	0.3440000116825104	0.1679999977350235
Hsp67Bc	0.9791478514671326	0.03895889222621918	0.4009999930858612	0.10999999940395355
IA-2	1.494619607925415	1.8677573161431592e-36	0.9789999723434448	0.8759999871253967
Nlg4	1.0483291149139404	4.307430853499314e-19	0.5360000133514404	0.23499999940395355
Pcd	1.078343152999878	1.1056565005999192e-13	0.6980000138282776	0.3109999895095825
Phm	0.7341411709785461	0.0000022458614239440067	0.515999972820282	0.2529999911785126
Pka-R1	0.642850399017334	0.0024272718001157045	0.5260000228881836	0.38499999046325684
Rab27	0.9391959309577942	1.1693155158607003e-14	0.38499999046325684	0.09200000017881393
Rgk2	0.5955995917320251	1.2838651741731155e-7	0.19300000369548798	0.04399999976158142
Rlip	0.6799549460411072	0.0000022875001377542503	0.5730000138282776	0.3580000102519989
SoxN	0.8902261257171631	0.0060950652696192265	0.3799999952316284	0.07400000095367432
Sytalpha	0.6783978343009949	0.0180475115776062	0.328000009059906	0.1679999977350235
Tk	2.4181833267211914	0.0024604485370218754	0.5	0.02199999988079071
aop	0.780412495136261	7.222514852855966e-8	0.5210000276565552	0.31200000643730164
bma	0.8285350203514099	0.0000015686830465710955	0.3440000116825104	0.07599999755620956
bru3	0.9111446142196655	0.000018941240341519006	0.9789999723434448	0.6949999928474426
cbt	0.5500072836875916	0.00001277490628126543	0.20800000429153442	0.09700000286102295
heph	1.2036210298538208	4.915411480621579e-11	0.8700000047683716	0.33799999952316284
jdp	1.5265569686889648	1.3696468093711361e-21	0.8180000185966492	0.35899999737739563
pre-mod(mdg4)-T	0.5425110459327698	0.024505572393536568	0.296999990940094	0.1459999978542328
prim	0.8520786166191101	2.804930865352162e-8	0.5099999904632568	0.2290000021457672
rad	1.6971670389175415	7.116259991811514e-25	0.968999981880188	0.3630000054836273
roX2	0.7360630035400391	0.0023487911093980074	0.5730000138282776	0.47600001096725464
sr	1.5530309677124023	3.608048094622081e-18	0.3799999952316284	0.1589999943971634
tok	0.6533882021903992	0.000001835008333728183	0.26600000262260437	0.09099999815225601
