gene	avg_logFC	p_val_adj	pct.1	pct.2
AstA-R1	0.6568542122840881	5.832953675621866e-8	0.25600001215934753	0.0820000022649765
Bx	1.2271690368652344	1.961524211247423e-27	0.7960000038146973	0.2879999876022339
CG1402	1.144835114479065	0.000001778036335053912	0.5830000042915344	0.11999999731779099
CG14989	1.1583770513534546	1.346503020194234e-9	1	0.8190000057220459
CR31451	0.8789126873016357	2.0909787551974916e-30	1	0.9210000038146973
Ets65A	1.1790273189544678	6.600703540307972e-20	0.5590000152587891	0.07599999755620956
Kank	0.5889505743980408	0.0000018616739225763013	0.5360000133514404	0.3310000002384186
Lim1	0.5797814130783081	0.0005135241081006825	0.6919999718666077	0.3409999907016754
Mp	0.6848679780960083	2.2185308523603453e-7	0.5550000071525574	0.2540000081062317
PVRAP	0.5981988310813904	0.022236591205000877	0.4830000102519989	0.21799999475479126
SoxN	0.8543689250946045	0.0000036795404412259813	0.4169999957084656	0.07400000095367432
Ssadh	0.689884603023529	3.8143066483087296e-9	0.7540000081062317	0.5019999742507935
beat-VII	0.8751899600028992	4.085661323149914e-11	0.5550000071525574	0.23999999463558197
elB	0.5330360531806946	0.000009598589713277761	0.6449999809265137	0.39899998903274536
kek1	0.7828611731529236	2.70939448654417e-9	0.9290000200271606	0.5870000123977661
pb	2.4852495193481445	5.020388418815235e-15	0.9620000123977661	0.04100000113248825
pyd	1.0880454778671265	3.476506828621829e-21	0.7059999704360962	0.2549999952316284
rg	0.5673338174819946	0.0000043186323637200985	0.953000009059906	0.7820000052452087
