gene	avg_logFC	p_val_adj	pct.1	pct.2
CG14989	1.0195316076278687	6.385505910337312e-23	0.996999979019165	0.8180000185966492
CG15236	0.5471681952476501	2.9191044998318736e-17	0.31700000166893005	0.12300000339746475
CG16833	0.657050609588623	1.3380497258883573e-36	0.49300000071525574	0.20499999821186066
CG17839	0.8227032423019409	4.748988403362994e-24	0.574999988079071	0.25600001215934753
CG32225	0.7210013270378113	4.111368633817723e-34	0.6309999823570251	0.28700000047683716
CG42238	0.5557495355606079	3.623555654194459e-24	0.4909999966621399	0.26600000262260437
CG42458	0.6555575132369995	0.000048390207666670904	0.3319999873638153	0.09600000083446503
CG42674	1.1038129329681396	0	0.8759999871253967	0.3370000123977661
CG7582	0.5161202549934387	8.790702224940755e-31	0.6230000257492065	0.3919999897480011
CG8861	0.5586794018745422	4.464385250368963e-10	0.6809999942779541	0.41499999165534973
CG9328	0.6378476023674011	0	0.9160000085830688	0.7300000190734863
CG9813	0.5204907655715942	6.100790914512294e-28	0.6729999780654907	0.4950000047683716
CR45141	1.1551975011825562	0	0.5249999761581421	0.03200000151991844
Cngl	0.5809532999992371	2.6655417740489087e-30	0.9739999771118164	0.8830000162124634
D	1.2836090326309204	5.857427580877735e-43	0.5009999871253967	0.010999999940395355
DIP-zeta	0.7562903761863708	3.535384000122054e-18	0.20800000429153442	0.035999998450279236
Eip63F-1	1.2909493446350098	0	0.7260000109672546	0.3790000081062317
Gad1	1.08674955368042	1.3788289925357277e-23	0.984000027179718	0.5370000004768372
Gyc88E	0.8530205488204956	1.1562919770527464e-25	0.2720000147819519	0.05900000035762787
Sox21b	0.8060621619224548	0	0.2930000126361847	0.006000000052154064
SoxN	0.5072463750839233	0.000004745787009596825	0.3009999990463257	0.0729999989271164
Teh2	0.5440335869789124	4.979239497353286e-26	0.7099999785423279	0.45500001311302185
Tina-1	0.6660069823265076	5.0138459053541955e-42	0.7549999952316284	0.4569999873638153
VGAT	0.6259729862213135	4.201978304483273e-29	0.5960000157356262	0.2709999978542328
beat-IV	0.5596250295639038	1.3028435684350574e-14	0.3009999990463257	0.1469999998807907
beat-Ia	1.9009596109390259	0	0.781000018119812	0.27399998903274536
beat-Ic	0.8353389501571655	1.0235413545865065e-25	0.7599999904632568	0.4050000011920929
cpx	0.6430473327636719	1.9506074623401454e-42	1	0.9660000205039978
dpr1	0.5993911027908325	7.187495956343997e-16	0.7730000019073486	0.4569999873638153
dpr10	0.8946595191955566	0	0.5879999995231628	0.21400000154972076
pyr	0.604054868221283	5.844547803563618e-26	0.19499999284744263	0.05299999937415123
shep	0.5049240589141846	5.370506205584847e-29	0.996999979019165	0.972000002861023
svp	0.9202131628990173	5.75445187631881e-26	0.43299999833106995	0.05700000002980232
tey	1.0931954383850098	1.5055858598721747e-31	0.4490000009536743	0.052000001072883606
ths	0.6564218997955322	1.0471415772033773e-37	0.4350000023841858	0.17100000381469727
vg	1.7261619567871094	5.303494297930135e-41	0.7860000133514404	0.04500000178813934
